177.75,76.95,178.0,54.0
177.75,76.95,169.0,61.0
177.75,76.95,189.0,61.0
177.75,76.95,183.0,78.0
177.75,76.95,178.0,105.0
177.75,76.95,185.0,93.0
177.75,76.95,165.0,91.0
177.75,76.95,166.0,51.0
177.75,76.95,179.0,85.0
177.75,76.95,187.0,51.0
177.75,76.95,183.0,88.0
177.75,76.95,177.0,78.0
177.75,76.95,169.0,48.0
177.75,76.95,175.0,99.0
177.75,76.95,179.0,50.0
177.75,76.95,182.0,98.0
177.75,76.95,173.0,83.0
177.75,76.95,168.0,92.0
177.75,76.95,173.0,51.0
177.75,76.95,184.0,52.0
177.75,76.95,191.0,85.0
177.75,76.95,190.0,70.0
177.75,76.95,181.0,70.0
177.75,76.95,164.0,98.0
177.75,76.95,164.0,86.0
177.75,76.95,172.0,57.0
177.75,76.95,169.0,82.0
177.75,76.95,165.0,74.0
177.75,76.95,181.0,70.0
177.75,76.95,177.0,90.0
177.75,76.95,183.0,61.0
177.75,76.95,186.0,77.0
177.75,76.95,166.0,73.0
177.75,76.95,189.0,103.0
177.75,76.95,165.0,55.0
177.75,76.95,191.0,52.0
177.75,76.95,171.0,66.0
177.75,76.95,169.0,101.0
177.75,76.95,164.0,101.0
177.75,76.95,180.0,100.0
177.75,76.95,185.0,65.0
177.75,76.95,180.0,96.0
177.75,76.95,186.0,80.0
177.75,76.95,185.0,99.0
177.75,76.95,188.0,104.0
177.75,76.95,173.0,56.0
177.75,76.95,165.0,69.0
177.75,76.95,180.0,88.0
177.75,76.95,165.0,57.0
177.75,76.95,191.0,70.0
177.75,76.95,168.0,94.0
177.75,76.95,173.0,81.0
177.75,76.95,174.0,101.0
177.75,76.95,179.0,56.0
177.75,76.95,185.0,77.0
177.75,76.95,188.0,95.0
177.75,76.95,187.0,91.0
177.75,76.95,175.0,60.0
177.75,76.95,189.0,80.0
177.75,76.95,189.0,58.0
148.9512195121951,77.36585365853658,155.0,63.0
148.9512195121951,77.36585365853658,162.0,84.0
148.9512195121951,77.36585365853658,147.0,64.0
148.9512195121951,77.36585365853658,156.0,97.0
148.9512195121951,77.36585365853658,149.0,73.0
148.9512195121951,77.36585365853658,141.0,100.0
148.9512195121951,77.36585365853658,139.0,80.0
148.9512195121951,77.36585365853658,159.0,69.0
148.9512195121951,77.36585365853658,137.0,99.0
148.9512195121951,77.36585365853658,139.0,50.0
148.9512195121951,77.36585365853658,147.0,85.0
148.9512195121951,77.36585365853658,143.0,52.0
148.9512195121951,77.36585365853658,148.0,87.0
148.9512195121951,77.36585365853658,149.0,65.0
148.9512195121951,77.36585365853658,161.0,95.0
148.9512195121951,77.36585365853658,157.0,95.0
148.9512195121951,77.36585365853658,160.0,102.0
148.9512195121951,77.36585365853658,160.0,49.0
148.9512195121951,77.36585365853658,161.0,65.0
148.9512195121951,77.36585365853658,150.0,68.0
148.9512195121951,77.36585365853658,155.0,49.0
148.9512195121951,77.36585365853658,138.0,71.0
148.9512195121951,77.36585365853658,149.0,91.0
148.9512195121951,77.36585365853658,151.0,73.0
148.9512195121951,77.36585365853658,153.0,82.0
148.9512195121951,77.36585365853658,143.0,99.0
148.9512195121951,77.36585365853658,140.0,73.0
148.9512195121951,77.36585365853658,149.0,50.0
148.9512195121951,77.36585365853658,142.0,77.0
148.9512195121951,77.36585365853658,140.0,62.0
148.9512195121951,77.36585365853658,144.0,72.0
148.9512195121951,77.36585365853658,146.0,62.0
148.9512195121951,77.36585365853658,141.0,64.0
148.9512195121951,77.36585365853658,138.0,87.0
148.9512195121951,77.36585365853658,156.0,104.0
148.9512195121951,77.36585365853658,139.0,89.0
148.9512195121951,77.36585365853658,155.0,83.0
148.9512195121951,77.36585365853658,137.0,92.0
148.9512195121951,77.36585365853658,151.0,91.0
148.9512195121951,77.36585365853658,158.0,95.0
148.9512195121951,77.36585365853658,162.0,64.0
