171.0,55.07142857142857,173.0,56.0
171.0,55.07142857142857,169.0,48.0
171.0,55.07142857142857,165.0,55.0
171.0,55.07142857142857,169.0,61.0
171.0,55.07142857142857,178.0,54.0
171.0,55.07142857142857,166.0,51.0
171.0,55.07142857142857,173.0,51.0
171.0,55.07142857142857,160.0,49.0
171.0,55.07142857142857,179.0,50.0
171.0,55.07142857142857,171.0,66.0
171.0,55.07142857142857,175.0,60.0
171.0,55.07142857142857,179.0,56.0
171.0,55.07142857142857,172.0,57.0
171.0,55.07142857142857,165.0,57.0
141.2,66.3,139.0,50.0
141.2,66.3,141.0,64.0
141.2,66.3,140.0,73.0
141.2,66.3,139.0,80.0
141.2,66.3,146.0,62.0
141.2,66.3,143.0,52.0
141.2,66.3,142.0,77.0
141.2,66.3,138.0,71.0
141.2,66.3,140.0,62.0
141.2,66.3,144.0,72.0
187.66666666666666,60.0,191.0,70.0
187.66666666666666,60.0,183.0,61.0
187.66666666666666,60.0,185.0,65.0
187.66666666666666,60.0,184.0,52.0
187.66666666666666,60.0,190.0,70.0
187.66666666666666,60.0,189.0,61.0
187.66666666666666,60.0,187.0,51.0
187.66666666666666,60.0,189.0,58.0
187.66666666666666,60.0,191.0,52.0
178.07142857142858,77.71428571428571,185.0,77.0
178.07142857142858,77.71428571428571,166.0,73.0
178.07142857142858,77.71428571428571,181.0,70.0
178.07142857142858,77.71428571428571,169.0,82.0
178.07142857142858,77.71428571428571,179.0,85.0
178.07142857142858,77.71428571428571,173.0,81.0
178.07142857142858,77.71428571428571,173.0,83.0
178.07142857142858,77.71428571428571,186.0,77.0
178.07142857142858,77.71428571428571,183.0,78.0
178.07142857142858,77.71428571428571,186.0,80.0
178.07142857142858,77.71428571428571,165.0,74.0
178.07142857142858,77.71428571428571,189.0,80.0
178.07142857142858,77.71428571428571,177.0,78.0
178.07142857142858,77.71428571428571,181.0,70.0
162.28571428571428,95.35714285714286,165.0,91.0
162.28571428571428,95.35714285714286,156.0,104.0
162.28571428571428,95.35714285714286,164.0,101.0
162.28571428571428,95.35714285714286,168.0,92.0
162.28571428571428,95.35714285714286,160.0,102.0
162.28571428571428,95.35714285714286,157.0,95.0
162.28571428571428,95.35714285714286,156.0,97.0
162.28571428571428,95.35714285714286,158.0,95.0
162.28571428571428,95.35714285714286,162.0,84.0
162.28571428571428,95.35714285714286,164.0,86.0
162.28571428571428,95.35714285714286,161.0,95.0
162.28571428571428,95.35714285714286,168.0,94.0
162.28571428571428,95.35714285714286,164.0,98.0
162.28571428571428,95.35714285714286,169.0,101.0
182.625,95.9375,188.0,95.0
182.625,95.9375,180.0,88.0
182.625,95.9375,185.0,99.0
182.625,95.9375,191.0,85.0
182.625,95.9375,174.0,101.0
182.625,95.9375,189.0,103.0
182.625,95.9375,188.0,104.0
182.625,95.9375,185.0,93.0
182.625,95.9375,180.0,100.0
182.625,95.9375,178.0,105.0
182.625,95.9375,177.0,90.0
182.625,95.9375,175.0,99.0
182.625,95.9375,182.0,98.0
182.625,95.9375,180.0,96.0
182.625,95.9375,187.0,91.0
182.625,95.9375,183.0,88.0
144.83333333333334,90.41666666666667,143.0,99.0
144.83333333333334,90.41666666666667,137.0,92.0
144.83333333333334,90.41666666666667,153.0,82.0
144.83333333333334,90.41666666666667,151.0,91.0
144.83333333333334,90.41666666666667,155.0,83.0
144.83333333333334,90.41666666666667,149.0,91.0
144.83333333333334,90.41666666666667,148.0,87.0
144.83333333333334,90.41666666666667,147.0,85.0
144.83333333333334,90.41666666666667,137.0,99.0
144.83333333333334,90.41666666666667,139.0,89.0
144.83333333333334,90.41666666666667,138.0,87.0
144.83333333333334,90.41666666666667,141.0,100.0
154.33333333333334,64.33333333333333,155.0,63.0
154.33333333333334,64.33333333333333,150.0,68.0
154.33333333333334,64.33333333333333,147.0,64.0
154.33333333333334,64.33333333333333,161.0,65.0
154.33333333333334,64.33333333333333,149.0,73.0
154.33333333333334,64.33333333333333,149.0,65.0
154.33333333333334,64.33333333333333,162.0,64.0
154.33333333333334,64.33333333333333,151.0,73.0
154.33333333333334,64.33333333333333,155.0,49.0
154.33333333333334,64.33333333333333,165.0,69.0
154.33333333333334,64.33333333333333,149.0,50.0
154.33333333333334,64.33333333333333,159.0,69.0
